outcome_weights,age_months,color_weights,breed_weights,gender_weights,fixed_weights
2,17.807347173453255,8,2,2,2
2,78.0960594673402,14,3,2,2
2,14.850407605905666,18,9,2,2
2,49.93942380747038,14,2,2,2
2,26.875295180599192,14,9,1,2
2,12.911969444957801,5,9,1,2
2,40.017248814144025,6,9,2,2
2,12.123452226945112,13,4,1,2
2,8.082301484630074,7,4,2,2
2,72.18218033224501,3,9,1,1
2,8.279430789133247,6,1,2,2
2,2.069857697283312,3,2,2,2
2,103.72286905275263,11,2,1,2
2,24.049775149387052,15,4,1,2
2,4.632538655824555,11,2,2,2
2,22.63701513378098,5,9,2,1
2,23.655516540380706,7,9,1,2
2,12.057742458777387,18,9,2,2
2,10.086449413745662,9,4,2,2
2,2.0041479291155877,3,4,1,2
2,50.62937637323148,14,9,1,2
2,36.173227376332164,18,5,2,2
2,57.03607876958459,9,4,1,2
2,18.464444855130495,14,10,2,2
2,5.453910757921107,11,2,2,2
2,62.62140906384115,14,4,2,2
2,54.17770385428859,6,7,1,2
2,60.02587322121604,11,2,2,1
2,144.59434485307708,14,4,1,2
2,5.223926569334073,15,4,1,2
2,8.739399166307317,18,4,2,2
2,144.56148996899321,18,5,2,2
2,3.219778640218485,9,3,2,2
2,2.168422349534898,11,4,1,2
2,120.01889155834822,9,6,2,2
2,90.4823507669562,6,4,1,2
2,3.1540688720507606,15,4,1,2
2,19.77864021848498,13,9,2,2
2,24.34546910614181,5,9,2,2
2,110.22813610135732,9,9,1,2
2,24.1811946857225,7,2,2,2
2,12.156307111028974,1,4,2,2
2,4.139715394566624,14,2,1,2
2,161.18606131542742,18,4,1,2
2,131.2224070309452,6,2,2,2
2,9.987884761494076,15,4,2,2
2,12.156307111028974,6,4,2,2
2,24.115484917554774,1,4,1,2
2,12.189161995112835,15,6,2,2
2,41.62713813425327,6,4,1,2
2,41.00289533665989,6,2,2,2
2,48.55951867594817,5,9,1,2
2,6.373847512269246,6,10,1,1
2,12.024887574693526,18,4,1,1
2,3.186923756134623,6,2,2,2
2,3.4826177128893816,6,9,1,2
2,12.222016879196698,9,2,1,2
2,24.47688864247726,7,4,2,2
2,24.148339801638638,5,9,1,2
2,180.0119098954804,13,4,2,2
2,10.38214337050042,15,4,1,2
2,12.353436415532146,11,2,1,2
2,12.156307111028974,6,2,2,2
2,12.780549908622353,9,9,1,2
2,24.049775149387052,14,9,1,2
2,4.566828887656831,17,5,1,2
2,36.074662724080575,7,6,2,1
2,14.948972258157252,11,2,2,2
2,108.55253701308035,14,2,1,2
2,44.25552886096224,6,3,2,2
2,18.070186246124152,18,9,1,2
2,75.59908827696667,15,6,2,2
2,24.148339801638638,11,2,1,2
2,2.069857697283312,14,4,1,2
2,72.37930963674819,9,4,2,2
2,10.119304297829524,6,8,2,2
2,33.18343292470071,14,8,2,2
2,24.049775149387052,3,2,1,1
2,48.6252284441159,6,4,1,2
2,15.24466621491201,6,9,1,2
2,6.2095730918499354,6,1,2,1
2,36.206082260416025,6,2,2,2
2,2.266987001786484,11,9,1,2
2,96.59335920655455,3,6,2,2
2,96.03482617712889,19,8,2,2
2,60.058728105299906,6,4,1,2
2,21.782788147600566,11,2,1,2
2,24.37832399022567,3,9,2,2
2,8.903673586726628,6,2,1,2
2,25.10113144007064,6,7,2,2
2,51.28647405490872,9,4,1,2
2,77.96463993100474,6,1,1,2
2,4.205425162734348,11,2,2,2
2,12.222016879196698,18,8,1,2
2,72.05076079590957,11,8,2,2
2,5.19107168525021,11,2,1,2
2,12.25487176328056,6,9,1,1
2,96.00197129304503,14,2,1,2
2,32.19778640218485,6,9,2,2
2,26.842440296515328,9,2,1,2
2,13.109098749460975,6,2,2,2
2,2.20127723361876,18,5,1,2
2,60.19014764163535,6,5,1,2
2,12.911969444957801,3,6,1,2
2,24.37832399022567,6,4,1,2
2,24.148339801638638,6,6,1,2
2,79.54167436703013,18,9,2,2
2,69.22524076469743,11,2,1,2
2,144.8243290416641,9,3,1,2
2,84.00993860243537,14,2,1,2
2,6.176718207766073,3,8,1,2
2,15.146101562660425,5,8,2,2
2,124.74999486642436,18,4,2,2
2,62.52284441158956,17,2,1,2
2,144.00295693956755,3,2,1,2
2,9.462206616152283,15,2,2,2
2,24.148339801638638,9,3,1,2
2,12.353436415532146,9,4,1,2
2,5.979588903262901,6,6,1,1
2,24.246904453890224,9,9,1,2
2,36.041807839996714,6,9,2,2
2,60.22300252571922,5,9,2,2
2,84.30563255919013,2,7,1,1
2,60.02587322121604,13,8,2,2
2,24.1811946857225,18,9,1,2
2,1.8727283927801393,9,2,2,2
2,36.041807839996714,18,9,2,2
2,32.394915706688025,3,4,1,2
2,12.320581531448285,9,9,2,2
2,97.74328014948972,7,2,1,2
2,19.31867184131091,6,1,2,2
2,54.63767223146266,1,4,1,2
2,12.057742458777387,17,4,1,1
2,11.30208012484856,3,4,1,1
2,2.431261422205795,18,9,1,2
2,2.82552003121214,8,2,1,2
2,12.024887574693526,5,9,2,2
2,36.304646912667614,2,2,1,2
2,12.813404792706216,9,9,1,2
2,96.10053594529661,6,4,2,1
2,39.984393930060165,6,9,1,2
2,12.484855951867594,5,9,2,2
2,10.152159181913387,4,5,1,2
2,15.178956446744285,11,2,2,2
2,2.0041479291155877,18,4,2,2
2,29.33941148688885,5,9,2,2
2,24.214049569806363,6,4,1,2
2,25.166841208238363,14,4,2,2
2,12.123452226945112,18,4,1,2
2,25.528244933160845,6,2,1,2
2,36.041807839996714,6,9,2,2
2,42.317090700014376,6,9,1,2
2,90.15380192611758,4,5,1,2
2,24.115484917554774,18,4,1,2
2,12.320581531448285,6,2,1,2
2,20.73143185691698,9,9,2,1
2,4.172570278650485,7,2,1,2
2,44.551222817717,18,9,1,2
2,12.353436415532146,17,3,2,2
2,12.649130372286905,6,9,2,2
2,38.3087948417832,15,9,1,2
2,7.2280744984496605,6,2,1,2
2,28.61660403704388,9,9,2,2
2,13.1748085176287,9,9,1,2
2,12.484855951867594,18,9,2,2
2,10.0535945296618,6,4,1,2
2,95.73913222037413,3,4,1,2
2,48.000985646522516,7,2,1,2
2,21.618513727181256,11,9,1,1
2,19.121542536807738,3,2,2,2
2,2.168422349534898,3,2,1,2
2,38.144520421363886,11,2,1,2
2,24.082630033470913,9,9,1,2
2,12.386291299616008,18,9,1,2
2,18.300170434711184,9,3,1,2
2,5.289636337501797,9,4,1,2
2,60.48584159839011,14,6,2,2
2,24.37832399022567,14,9,1,2
2,17.051684839524427,18,2,2,2
2,75.89478223372143,7,2,1,2
2,1.6755990882769667,14,9,1,2
2,60.3215671779708,15,4,1,2
2,20.304318363826773,11,2,2,2
2,12.71484014045463,11,9,1,2
2,60.28871229388694,11,7,1,2
2,24.37832399022567,6,1,2,2
2,2.82552003121214,18,5,1,2
2,36.173227376332164,18,4,2,2
2,60.09158298938377,7,8,1,2
2,24.148339801638638,15,4,2,2
2,24.279759337974085,14,4,1,2
2,18.33302531879505,14,4,1,2
2,48.033840530606376,9,3,2,1
2,12.024887574693526,4,5,1,1
2,24.049775149387052,3,4,2,2
2,24.246904453890224,13,8,1,2
2,12.189161995112835,14,2,2,2
2,23.984065381219327,5,9,1,1
2,2.135567465451036,9,2,1,1
2,5.716749830592004,9,3,2,2
2,156.1921189346804,6,5,1,2
2,3.6140372492248303,3,9,1,1
2,8.213721020965522,11,2,2,2
2,12.222016879196698,7,2,2,2
2,2.135567465451036,15,4,1,2
2,3.8768763218957267,6,6,1,1
2,5.2567814534179345,15,4,2,2
2,24.871147251483603,18,2,2,2
2,48.132405182857966,9,9,1,2
2,10.447853138668146,6,6,1,2
2,37.38885808743506,6,1,1,2
2,12.222016879196698,18,4,1,2
2,28.912297993798642,11,2,2,2
2,37.980246000944575,15,2,2,2
2,44.84691677447176,6,1,1,2
2,54.90051130413355,18,9,1,1
2,152.57808168545554,14,7,1,2
2,150.2125300314175,9,4,1,2
2,36.238937144499886,15,4,1,2
2,13.20766340171256,9,9,2,2
2,2.858374915296002,14,9,2,1
2,24.31261422205795,5,10,2,2
2,5.453910757921107,5,9,1,1
2,88.14965399700199,2,7,1,2
2,42.77705907718844,9,9,1,2
2,96.19910059754821,5,9,1,2
2,14.061890387892975,14,9,2,2
2,36.4032115649192,1,4,2,2
2,2.234132117702622,1,5,2,2
2,7.1623647302819355,14,9,1,2
2,84.14135813877081,14,7,1,2
2,24.049775149387052,5,9,1,1
2,138.8447401384012,13,8,2,2
2,12.024887574693526,9,5,1,2
2,48.55951867594817,6,5,2,2
2,72.18218033224501,6,2,1,2
2,2.168422349534898,14,2,2,2
2,12.55056572003532,6,6,2,2
2,24.214049569806363,6,7,2,2
2,24.246904453890224,3,9,1,2
2,4.303989814985934,7,4,1,2
2,61.372923468654385,9,2,1,2
2,13.50335735846732,6,4,2,2
2,2.168422349534898,14,2,2,2
2,4.566828887656831,9,4,2,2
2,12.287726647364423,9,2,2,2
2,24.214049569806363,6,6,1,2
2,16.427442041931045,14,2,1,2
2,24.1811946857225,14,4,1,2
2,48.06669541469024,9,9,2,1
2,24.805437483315878,11,2,2,2
2,33.9719501427134,5,9,1,2
2,12.156307111028974,6,4,1,2
2,22.177046756606913,9,9,1,2
2,12.057742458777387,7,2,1,1
2,22.209901640690774,9,6,2,2
2,2.529826074457381,10,9,2,2
2,48.52666379186431,11,6,1,2
2,18.595864391465945,9,3,2,2
2,2.9897944516314503,6,7,2,2
2,23.984065381219327,9,1,1,2
2,30.32505800940471,9,6,1,2
2,24.016920265303188,11,2,2,2
2,108.09256863590628,17,6,2,2
2,4.205425162734348,1,4,1,2
2,3.6140372492248303,9,2,2,2
2,10.020739645577939,3,2,2,2
2,24.904002135567467,9,9,2,2
2,9.396496847984558,6,3,2,2
2,2.102712581367174,9,9,1,2
2,68.14102958992997,5,9,1,2
2,64.3955728043697,5,9,2,2
2,2.3326967699542087,6,9,2,2
2,23.984065381219327,15,4,2,1
2,15.047536910408837,9,9,2,2
2,8.180866136881662,17,7,2,2
2,40.181523234563336,2,7,1,2
2,36.041807839996714,14,2,1,2
2,24.016920265303188,11,2,1,2
2,74.31774779769606,6,9,2,2
2,11.992032690609664,9,9,1,2
2,84.14135813877081,6,2,1,2
2,3.0226493357153124,8,3,2,2
2,12.189161995112835,6,6,2,2
2,36.140372492248304,2,7,2,2
2,4.172570278650485,6,2,1,2
2,25.495390049076985,4,10,2,2
2,122.08874925563153,6,6,1,2
2,11.236370356680835,6,7,2,2
2,24.37832399022567,14,9,1,2
2,75.46766874063123,11,2,1,2
2,25.199696092322224,6,4,2,2
2,2.299841885870346,1,3,1,2
2,60.42013183022239,2,7,1,2
2,56.80609458099756,3,9,2,1
2,2.069857697283312,6,2,1,2
2,62.55569929567342,5,9,2,2
2,72.24789010041275,18,4,2,2
2,12.846259676790078,5,9,2,2
2,5.0267972648309,18,2,1,2
2,2.135567465451036,3,2,2,2
2,96.92190804739317,6,5,2,2
2,15.573215055750632,5,9,1,2
2,8.64083451405573,11,2,2,2
2,40.60863672765355,6,7,2,2
2,24.411178874309535,1,4,1,2
2,23.326967699542084,9,3,2,2
2,5.059652148914762,9,9,2,1
2,36.206082260416025,9,9,1,2
2,24.049775149387052,6,9,1,1
2,84.14135813877081,6,4,2,2
2,17.643072753033945,7,2,1,2
2,13.076243865377112,6,2,2,2
2,2.562680958541243,18,7,2,2
2,36.206082260416025,3,9,1,2
2,7.523768455204419,9,2,1,2
2,5.092507032998625,18,2,2,2
2,2.135567465451036,15,4,2,2
2,80.39590135321053,17,4,1,2
2,4.566828887656831,7,8,2,2
2,12.747695024538492,5,9,2,1
2,25.29826074457381,14,3,2,2
2,24.34546910614181,7,4,2,2
2,36.238937144499886,18,4,1,2
2,6.60383170085628,11,2,2,2
2,24.1811946857225,2,7,1,2
2,8.148011252797799,17,9,1,2
2,15.408940635331321,5,9,2,2
2,7.260929382533522,13,1,2,2
2,2.069857697283312,6,2,1,2
2,61.964311382163906,8,9,1,2
2,18.85870346413684,3,4,1,2
2,54.04628431795314,9,6,1,1
2,8.049446600546213,9,9,2,2
2,61.340068584570524,9,4,1,2
2,18.037331362040288,14,6,1,1
2,18.760138811885255,6,1,2,2
2,2.6612456107928293,9,4,2,2
2,36.337501796751475,14,4,2,1
2,96.10053594529661,18,5,2,2
2,54.04628431795314,9,9,1,2
2,25.199696092322224,6,10,1,2
2,53.914864781617695,5,5,2,2
2,24.115484917554774,5,9,2,2
2,48.000985646522516,9,2,1,2
2,13.371937822131871,5,9,1,2
2,49.676584734799484,6,6,1,2
2,38.44021437811865,14,3,1,2
2,72.01790591182571,14,2,2,2
2,95.11488942278075,6,9,1,2
2,6.43955728043697,11,4,1,2
2,31.146430111501264,8,9,2,2
2,48.263824719193416,8,4,2,2
2,10.119304297829524,18,9,1,1
2,11.597774081603319,18,2,2,2
2,20.534302552413806,17,5,2,2
2,6.60383170085628,14,9,2,2
2,2.168422349534898,18,9,1,2
2,8.01659171646235,6,1,2,2
2,6.2095730918499354,3,4,1,2
2,132.01092424895788,17,5,2,2
2,36.27179202858375,6,6,1,2
2,24.016920265303188,3,9,1,2
2,25.528244933160845,5,9,2,2
2,38.83447298712499,6,6,1,2
2,113.94073800283374,9,2,2,2
2,12.189161995112835,9,6,2,2
2,42.84276884535617,9,5,2,2
2,41.65999301833713,3,9,2,2
2,24.082630033470913,5,9,1,2
2,84.23992279102241,11,2,1,2
2,10.316433602332697,5,9,1,2
2,24.148339801638638,13,9,2,2
2,10.18501406599725,6,6,1,2
2,2.234132117702622,6,4,1,2
2,60.22300252571922,2,7,2,2
2,12.024887574693526,3,6,1,1
2,36.140372492248304,18,9,1,2
2,13.766196431138216,6,2,1,2
2,25.1339863241545,6,7,1,2
2,9.232222427565247,18,5,2,2
2,9.067948007145937,3,9,2,2
2,24.148339801638638,7,4,2,2
2,60.15729275755149,15,8,1,2
2,13.700486662970492,11,2,1,2
2,12.156307111028974,9,5,2,2
2,1.8727283927801393,6,8,1,2
2,4.205425162734348,11,2,2,2
2,22.80128955420029,11,1,1,2
2,2.135567465451036,9,2,1,2
2,12.057742458777387,18,5,1,2
2,30.65360685024333,1,5,1,2
2,36.86317994209327,3,5,2,2
2,24.37832399022567,9,2,2,2
2,5.979588903262901,11,4,2,2
2,17.084539723608287,9,6,2,2
2,24.049775149387052,1,4,2,2
2,15.671779708002218,18,9,2,2
2,36.041807839996714,11,6,1,2
2,17.90591182570484,3,9,2,2
2,12.189161995112835,18,4,2,2
2,24.64116306289657,6,4,2,2
2,12.156307111028974,18,4,2,2
2,2.135567465451036,13,4,2,2
2,12.156307111028974,6,6,1,2
2,48.06669541469024,8,3,2,2
2,2.496971190373519,11,2,2,2
2,48.033840530606376,9,2,2,2
2,16.296022505595598,9,2,1,2
2,5.19107168525021,14,4,1,2
2,3.0883591038830365,3,4,1,2
2,35.22043573790016,18,8,2,2
2,74.38345756586378,5,5,2,2
2,11.006386168093801,8,9,1,1
2,6.538121932688556,9,10,2,2
2,1.8398735086962772,9,2,2,2
2,7.195219614365798,14,4,1,2
2,13.733341547054355,8,9,1,2
2,55.91901271073328,7,1,2,2
2,12.156307111028974,2,4,1,2
2,108.2568430563256,14,4,1,2
2,84.56847163186103,6,2,2,2
2,24.246904453890224,11,2,1,2
2,2.0370028131994498,14,7,2,2
2,132.37232797388037,7,2,1,1
2,6.143863323682211,6,4,2,2
2,12.287726647364423,2,5,2,2
2,61.99716626624777,6,6,2,2
2,36.96174459434485,2,9,2,2
2,24.279759337974085,14,10,2,2
2,12.123452226945112,9,7,1,2
2,1.9055832768640013,9,4,1,2
2,72.5435840571675,9,6,1,2
2,2.7269553789605534,2,3,2,2
2,12.287726647364423,6,6,2,2
2,12.09059734286125,6,4,1,2
2,8.607979629971869,17,9,1,2
2,24.64116306289657,17,2,2,2
2,24.082630033470913,9,9,1,2
2,24.049775149387052,17,5,1,1
2,12.517710835951457,6,2,1,2
2,15.638924823918355,6,2,2,2
2,46.1939670219101,18,4,1,2
2,108.09256863590628,6,4,2,2
2,10.152159181913387,6,9,1,2
2,12.156307111028974,3,9,2,2
2,47.21246842850982,18,5,2,2
2,12.25487176328056,3,4,1,2
2,24.31261422205795,9,4,2,2
2,38.144520421363886,6,9,2,2
2,4.172570278650485,15,4,2,2
2,24.016920265303188,9,6,1,1
2,2.069857697283312,18,2,1,2
2,6.143863323682211,6,2,1,2
2,2.135567465451036,6,1,1,2
2,12.25487176328056,9,9,2,2
2,16.296022505595598,14,3,2,1
2,20.89570627733629,18,9,2,2
2,12.25487176328056,7,4,2,2
2,72.34645475266433,3,5,1,2
2,5.125361917082486,6,6,2,2
2,35.97609807182899,15,2,1,2
2,36.074662724080575,6,6,1,2
2,19.187252304975463,11,4,1,2
2,7.885172180126902,11,6,1,2
2,7.655187991539868,18,9,2,2
2,12.024887574693526,5,9,2,2
2,74.1863282613606,5,9,1,2
2,25.922503542167192,6,2,1,2
2,24.50974352656112,13,6,2,2
2,3.4169079447216575,11,4,2,2
2,12.09059734286125,9,5,2,2
2,23.951210497135463,3,9,1,2
2,2.20127723361876,3,6,1,2
2,34.464773403971336,19,8,2,1
2,1.7413088564446908,9,2,2,1
2,75.36910408837964,9,9,2,2
2,10.250723834164972,6,6,2,2
2,42.74420419310458,14,9,1,2
2,19.351526725394773,18,9,1,2
2,12.156307111028974,1,4,2,2
2,10.0535945296618,14,4,2,2
2,74.0220538409413,1,4,1,2
2,9.626481036571592,9,9,2,2
2,3.219778640218485,14,2,2,1
2,2.069857697283312,6,5,2,2
2,1.9055832768640013,6,2,2,2
2,60.25585740980308,18,8,1,2
2,24.016920265303188,2,2,1,2
2,48.55951867594817,17,4,2,2
2,18.070186246124152,5,9,1,2
2,36.27179202858375,5,9,1,2
2,1.9055832768640013,14,9,1,2
2,72.01790591182571,11,2,1,2
2,24.049775149387052,3,9,1,2
2,4.106860510482761,3,7,2,2
2,39.22873159613134,11,2,1,2
2,72.05076079590957,1,5,1,1
2,24.016920265303188,14,10,2,1
2,54.44054292695949,14,9,1,1
2,36.501776217170786,7,4,1,2
2,4.008295858231175,13,8,2,2
2,72.05076079590957,6,2,1,2
2,36.27179202858375,3,2,1,1
2,78.29318877184336,9,9,1,2
2,12.156307111028974,6,6,2,2
2,48.32953448736114,6,4,1,2
2,2.431261422205795,6,2,1,2
2,8.377995441384833,17,6,1,2
2,7.589478223372143,6,1,2,2
2,1.8070186246124151,14,4,1,2
2,24.049775149387052,6,2,2,2
2,36.56748598533851,6,4,1,2
2,28.45232961662457,6,9,2,2
2,36.53463110125465,18,10,1,2
2,109.40676399926076,14,4,2,2
2,12.25487176328056,11,4,1,2
2,42.284235815930515,9,4,1,2
2,18.628719275549805,8,9,1,2
2,24.37832399022567,2,2,1,2
2,20.304318363826773,14,9,2,2
2,24.148339801638638,18,4,1,2
2,19.055832768640013,6,2,1,2
2,12.024887574693526,6,2,2,1
2,2.168422349534898,6,2,2,2
2,36.4032115649192,11,2,1,2
2,60.12443787346763,6,5,2,2
2,13.20766340171256,13,2,1,2
2,24.016920265303188,14,9,2,2
2,12.287726647364423,6,4,2,2
2,3.186923756134623,6,2,1,2
2,24.148339801638638,14,4,2,2
2,39.42586090063451,9,9,2,2
2,4.172570278650485,9,4,1,2
2,12.156307111028974,6,3,2,2
2,12.156307111028974,11,7,1,2
2,5.716749830592004,9,9,2,2
2,79.04885110577219,6,6,2,2
2,14.1276001560607,6,2,1,2
2,18.070186246124152,6,6,2,2
2,24.871147251483603,6,9,1,2
2,12.123452226945112,7,4,1,2
2,72.01790591182571,18,5,1,2
2,24.049775149387052,18,1,1,2
2,29.766524979979057,6,9,1,2
2,11.597774081603319,15,4,1,2
2,61.86574672991232,18,9,1,1
2,24.016920265303188,6,1,2,2
2,20.73143185691698,6,1,2,2
2,20.632867204665395,8,9,1,2
2,29.503685907308157,6,2,2,2
2,133.42368426456395,13,4,2,2
2,9.002238238978213,6,1,2,2
2,13.601922010718907,9,9,2,2
2,72.01790591182571,6,4,2,1
2,20.797141625084706,11,6,2,2
2,12.287726647364423,6,6,2,2
2,60.02587322121604,11,2,2,2
2,73.4963756955995,9,4,2,2
2,12.156307111028974,14,4,1,2
2,32.263496170352575,14,9,1,2
2,46.65393539908417,14,9,2,2
2,40.93718556849217,9,9,1,2
2,48.000985646522516,9,9,1,2
2,12.024887574693526,9,9,2,2
2,73.36495615926405,18,9,2,1
2,86.5726195609766,7,2,1,2
2,13.306228053964148,9,2,1,2
2,84.00993860243537,18,8,1,2
2,28.879443109714778,18,2,1,2
2,24.936857019651328,6,9,1,2
2,24.016920265303188,6,6,1,1
2,12.09059734286125,3,4,1,2
2,2.496971190373519,5,9,2,1
2,5.289636337501797,6,1,1,2
2,4.23828004681821,6,2,1,2
2,48.165260066941826,13,8,1,1
2,8.575124745888006,9,9,2,2
2,24.279759337974085,3,4,2,2
2,64.23129838395039,5,9,2,2
2,1.9055832768640013,6,6,1,2
2,23.72122630854843,15,4,1,1
2,6.242427975933797,14,10,1,2
2,36.173227376332164,6,7,1,2
2,32.000657097681675,6,7,1,2
2,2.529826074457381,9,4,2,2
2,12.353436415532146,5,9,2,2
2,11.992032690609664,14,2,1,1
2,87.32828189490544,14,2,2,2
2,12.156307111028974,17,7,2,2
2,8.377995441384833,9,6,1,2
2,12.156307111028974,15,4,2,2
2,30.062218936733814,9,9,1,1
2,71.09796915747756,14,4,1,2
2,12.353436415532146,6,5,1,2
2,157.2106203412801,9,6,2,2
2,17.938766709788702,3,2,2,2
2,120.4788599355223,13,8,1,2
2,61.24150393231894,15,2,2,2
